Property ID,Postal code,Locality name,Price,Type of property,Number of rooms,Living area,Equipped kitchen,State of building,Number of facades,Furnished,Open fire,Swimming pool,Garden (m²),Terrace (m²)
20237553,6001,marcinelle,435000.0,"Apartment
 ",3 bedrooms,245,1,,4,0.0,,,,130
20237549,6460,salles,265000.0,"House
     ",5 bedrooms,207,1,,4,0.0,1.0,,510,
20237552,6110,montigny-le-tilleul,498000.0,"Villa
     ",3 bedrooms,381,1,As new,4,0.0,,,1000,37
20237551,6460,salles,165000.0,"House
     ",5 bedrooms,207,1,,3,0.0,1.0,,85,
20237550,5660,mariembourg,125000.0,"House
     ",1 bedroom,64,1,,4,0.0,,,,30
20237547,6120,nalinnes,695000.0,"Villa
     ",4 bedrooms,368,1,,4,0.0,,,2000,50
20237450,7180,seneffe,208000404000.0,DEUX ECLUSE,1 - 3 bedrooms,60,0,,,,,,,
20237439,3700,tongeren,220000525000.0,Residentie ,1 - 3 bedrooms,56,0,,,,,,,
20237427,3520,zonhoven,346950.0,Residentie ,2 bedrooms,84,0,,,,,,,
10588513,3970,leopoldsburg,366000425000.0,Woningen aa,3 bedrooms,165,0,,,,,,,
11212128,2640,mortsel,225000.0,"Apartment
 ",2 bedrooms,80,0,Just renovated,,,,,,2
20237423,2630,aartselaar,595000.0,"House
     ",5 bedrooms,200,1,Good,,,,,,
20237418,2600,berchem,209000.0,"Apartment
 ",2 bedrooms,110,1,Good,2,0.0,,0.0,,15
20237417,2660,hoboken,334000.0,"House
     ",4 bedrooms,205,1,Just renovated,2,,,,70,
20237416,6060,gilly%20%28charleroi%29,55000.0,"House
     ",1 bedroom,70,1,,2,0.0,,,,
20237415,6200,bouffioulx,199000.0,"House
     ",4 bedrooms,122,1,,2,0.0,,,35,4
20237413,2180,ekeren%20%28antwerpen%29,475000.0,"House
     ",4 bedrooms,189,1,,4,0.0,,0.0,,
20237412,7641,bruyelle,89500.0,"House
     ",2 bedrooms,66,1,To be done up,2,,,,,
20237411,8790,waregem,499000.0,"Villa
     ",3 bedrooms,160,1,Good,4,,1.0,,,
11284130,9120,beveren-waas,315000.0,"Apartment
 ",2 bedrooms,106,1,,2,,,,,10
11285258,9120,beveren-waas,315000.0,"Apartment
 ",2 bedrooms,3,1,,2,,,,,5
20237409,9120,beveren-waas,386000.0,"Apartment
 ",2 bedrooms,129,1,,2,,,,,14
20237408,9120,beveren-waas,305000.0,"Apartment
 ",2 bedrooms,102,1,,2,,,,,10
20237407,1301,bierges,1490000.0,"House
     ",5 bedrooms,385,1,Good,4,0.0,1.0,1.0,4900,80
20232166,1150,woluwe-saint-pierre,4250001100000.0,THE POST,1 - 3 bedrooms,74,0,,,,,,,
20232703,9250,waasmunster,455000.0,,3 bedrooms,168,0,,,,,,,
20232704,8670,oostduinkerke,473000.0,,3 bedrooms,175,0,,,,,,,
20233511,1090,jette,485000580000.0,FIRMIN,2 - 3 bedrooms,143,0,,,,,,,
9397247,8000,brugge,485000.0,,4 bedrooms,154,0,,,,,,,
20232989,9070,destelbergen,534000585000.0,Valeria - D,2 bedrooms,102,0,,,,,,,
20235436,2250,olen,543000.0,BEN-woninge,3 bedrooms,241,0,,,,,,,
20230670,3300,tienen,189000.0,"Apartment
 ",2 bedrooms,81,0,To renovate,4,,,,,22
20236558,2018,antwerpen,389900.0,"House
     ",3 bedrooms,150,1,Just renovated,2,,,,19,5
20236560,2140,borgerhout,389900.0,"House
     ",3 bedrooms,150,1,Just renovated,2,,,,19,5
20233289,1332,genval,295000.0,"Apartment
 ",1 bedroom,62,1,As new,,0.0,,0.0,2000,5
20231046,1300,wavre,225000.0,"House
     ",2 bedrooms,110,0,To renovate,3,,,,,8
20231857,1070,anderlecht,265000.0,Ground floo,3 bedrooms,85,1,As new,2,0.0,,0.0,,4
20234144,1060,saint-gilles,765000.0,"Apartment
 ",3 bedrooms,254,1,Good,,0.0,,0.0,,27
20230590,5000,namur,117800189800.0,Université,0 - 0 bedrooms,25,0,,,,,,,
20230463,1190,forest,188000460000.0,FOREST VILL,0 - 3 bedrooms,43,0,,,,,,,
20229405,1190,forest,188000460000.0,FOREST VILL,0 - 3 bedrooms,43,0,,,,,,,
20230721,1130,bruxelles,227749.0,MONILE,1 bedroom,66,0,,,,,,,
20230719,1130,bruxelles,227749.0,MONILE,1 bedroom,66,0,,,,,,,
20230392,2490,balen,245000550050.0,Korenplein,2 - 3 bedrooms,95,0,,,,,,,
20229955,8630,veurne,249000399500.0,,1 - 3 bedrooms,76,0,,,,,,,
20227792,1000,brussel,260000465000.0,20% verkoch,0 - 2 bedrooms,40,0,,,,,,,
20230214,9700,oudenaarde,275000329000.0,Irish Pipes,2 bedrooms,86,0,,,,,,,
20229873,8780,oostrozebeke,297000314000.0,,3 bedrooms,,0,,,,,,,
20229954,8900,ieper,299000479000.0,,2 - 3 bedrooms,87,0,,,,,,,
20229810,8760,meulebeke,307649.0,,3 bedrooms,154,0,,,,,,,
20229657,9000,gent,310000400000.0,Bloei Fase ,2 - 3 bedrooms,81,0,,,,,,,
20227797,1000,brussel,365000.0,Tour & Taxi,2 bedrooms,99,0,,,,,,,
20229809,9160,lokeren,399000426000.0,,3 bedrooms,166,0,,,,,,,
20230210,9000,gent,419000425000.0,Gloria - Ge,2 - 3 bedrooms,118,0,,,,,,,
20237407,1301,bierges,1490000.0,"House
     ",5 bedrooms,385,1,Good,4,0.0,1.0,1.0,4900,80
20237406,1300,wavre,1490000.0,"House
     ",5 bedrooms,385,1,Good,4,,1.0,1.0,4900,80
20237402,1030,schaerbeek,799000.0,Apartment b,9 bedrooms,384,1,Good,2,,,,40,
20237400,1410,waterloo,269000.0,"Apartment
 ",1 bedroom,59,1,As new,3,,,,,6
20237399,7950,huissignies,290000.0,"House
     ",4 bedrooms,336,1,Just renovated,4,,,,,
11393609,1400,nivelles,235000.0,"Duplex
    ",4 bedrooms,160,1,To renovate,,0.0,,,,
20237383,9140,temse,689000.0,"House
     ",6 bedrooms,329,1,Good,,,1.0,,,
11459059,1800,vilvoorde,175000.0,"Apartment
 ",1 bedroom,73,1,Good,2,,,,,
20237375,6040,jumet,265000.0,"House
     ",3 bedrooms,110,1,Good,4,,1.0,,500,15
20039580,9100,sint-niklaas,425000.0,"House
     ",4 bedrooms,191,1,To renovate,4,,,,,15
20237374,9120,beveren,429000.0,"House
     ",3 bedrooms,334,1,As new,3,,,0.0,334,
20237373,2950,kapellen,259000.0,"Apartment
 ",2 bedrooms,82,1,As new,3,0.0,,,,
20234433,5000,namur,175000.0,"Apartment
 ",2 bedrooms,70,1,Good,2,,,,,
20237372,6220,fleurus,179000.0,Apartment b,4 bedrooms,100,1,Good,3,,,,,
20237370,9100,sint-niklaas,235000.0,"Apartment
 ",2 bedrooms,81,1,,2,0.0,,0.0,,13
20237367,2490,balen,415000.0,"House
     ",5 bedrooms,217,0,Good,4,,1.0,,,
20237368,3970,leopoldsburg,420000.0,"House
     ",4 bedrooms,553,0,To be done up,4,,,,,
20237366,2950,kapellen,259000.0,"House
     ",2 bedrooms,130,0,,3,0.0,,,,17
11020850,2900,schoten,395600.0,"Apartment
 ",3 bedrooms,92,1,,4,,,,,11
11465695,8630,veurne,233500.0,"Apartment
 ",2 bedrooms,68,1,Good,4,0.0,,0.0,,
20055964,7321,blaton,220000.0,"Apartment
 ",3 bedrooms,117,1,Good,,,,,,
20237362,2170,merksem,419000.0,"House
     ",4 bedrooms,209,1,Just renovated,2,,,,27,
20237361,9000,gent,485000.0,"House
     ",3 bedrooms,234,1,Good,2,0.0,,,65,60
20237353,2140,borgerhout,239000.0,"House
     ",4 bedrooms,162,1,Good,2,0.0,,,,
20237354,2140,borgerhout,239000.0,"House
     ",4 bedrooms,162,1,Good,2,0.0,,,,
20237349,3202,rillaar,220000.0,"Apartment
 ",2 bedrooms,103,0,As new,,0.0,,,,
20237347,2800,mechelen,165000.0,Flat studio,,39,1,,,,,,,
20237336,2845,niel,269000.0,"House
     ",2 bedrooms,90,1,Just renovated,2,,,,,14
20237334,2020,antwerpen,239000.0,"Apartment
 ",2 bedrooms,111,0,Good,2,,,,,
20237328,2500,lier,260000265000.0,Residentie ,1 bedroom,75,0,,,,,,,
20227279,2600,berchem,219000.0,"Apartment
 ",3 bedrooms,120,1,To renovate,,,,,,5
20229482,2850,boom,269000.0,"Apartment
 ",2 bedrooms,125,1,As new,2,,,,,13
20227281,2600,berchem,289000.0,"Apartment
 ",2 bedrooms,86,1,Just renovated,,,,,,11
20234460,8500,kortrijk,199000.0,"House
     ",4 bedrooms,145,1,To renovate,2,,,,,
20235479,3078,kortenberg,370000.0,"House
     ",5 bedrooms,267,1,To renovate,3,,,,760,
20236461,1083,ganshoren,199000.0,"Apartment
 ",2 bedrooms,82,0,To renovate,2,0.0,,0.0,,2
20236460,1083,ganshoren,220000.0,Flat studio,1 bathroom,70,1,To be done up,2,0.0,,0.0,,80
20234193,1160,auderghem,235000.0,Flat studio,1 bathroom,67,1,Good,,0.0,,0.0,,
20237590,9300,aalst,350000.0,"Apartment
 ",3 bedrooms,126,1,Good,2,,,,,9
20234255,9300,aalst,215000.0,"Apartment
 ",2 bedrooms,81,1,Good,2,,,,,
20233813,9000,gent,249000.0,"Apartment
 ",1 bedroom,68,1,Good,2,,,,,10
20233360,2018,antwerpen-2018,685000.0,"Penthouse
 ",3 bedrooms,205,1,Just renovated,,,1.0,,,
20236249,9890,gavere,459000.0,"House
     ",3 bedrooms,430,1,To be done up,2,0.0,,0.0,179,50
20236569,9070,destelbergen,574000.0,"House
     ",4 bedrooms,170,1,Good,4,,,,,
20236282,6800,libramont-chevigny,589000.0,Exceptional,3 bedrooms,280,1,Good,4,0.0,,1.0,1200,140
20235030,1950,kraainem,595000.0,Mixed-use b,4 bedrooms,350,1,Good,4,0.0,,0.0,1400,
20236655,1410,waterloo,925000.0,"House
     ",7 bedrooms,465,0,Good,4,0.0,1.0,0.0,477,
20236653,1420,braine-lalleud,925000.0,"House
     ",7 bedrooms,465,0,Good,4,0.0,1.0,0.0,477,
20236654,1640,rhode-saint-genese,925000.0,"House
     ",7 bedrooms,465,0,Good,4,0.0,1.0,0.0,477,
20216274,3000,leuven,630000.0,"House
     ",2 bedrooms,192,1,Good,2,,,,325,20
20230625,1200,woluwe-saint-lambert,295000.0,"Apartment
 ",1 bedroom,65,1,As new,,0.0,,0.0,,4
20228295,1000,brussels,460000.0,"Apartment
 ",2 bedrooms,185,1,As new,2,0.0,,0.0,,17
20233144,4680,oupeye,139000.0,"House
     ",2 bedrooms,122,0,To renovate,2,0.0,,0.0,15,
20234452,3020,herent,295000.0,"House
     ",3 bedrooms,116,1,To be done up,2,,,,62,
20228934,4000,liege,169000.0,"Apartment
 ",2 bedrooms,87,1,Good,2,0.0,,0.0,,3
20226794,1081,koekelberg,350000.0,"Apartment
 ",3 bedrooms,130,1,As new,4,0.0,,0.0,,9
20227681,1200,woluwe-saint-lambert,450000.0,"Apartment
 ",3 bedrooms,128,1,Good,2,0.0,,0.0,,22
20226959,1180,uccle,1950000.0,"House
     ",5 bedrooms,310,1,As new,3,,1.0,0.0,200,20
20237591,9300,aalst,549000.0,"Apartment
 ",4 bedrooms,180,1,Good,2,,,,,15
20228082,1070,anderlecht,225000375000.0,Résidence  ,1 - 3 bedrooms,64,0,,,,,,,
20237330,2500,lier,260000.0,"Apartment
 ",1 bedroom,75,1,,2,,,,,5
20237332,2500,lier,265000.0,"Apartment
 ",1 bedroom,75,1,,2,,,,,5
20237323,2520,ranst,399000.0,"House
     ",3 bedrooms,200,1,Good,3,,1.0,,118,10
20237319,3945,ham,295000.0,"House
     ",3 bedrooms,128,0,Good,3,,,,,
20237317,2260,westerlo,284000.0,"House
     ",3 bedrooms,131,0,,4,,,,,
20237318,4420,saint-nicolas,89000.0,"House
     ",2 bedrooms,80,1,To be done up,3,0.0,,0.0,,
20237316,9140,temse,199000.0,"Apartment
 ",3 bedrooms,97,1,Good,,,,0.0,,10
20237315,9890,gavere,249000.0,"House
     ",3 bedrooms,126,0,To be done up,3,,,,,
20237313,9630,zwalm,265000.0,"House
     ",3 bedrooms,145,0,To renovate,4,,,,,
20237302,8930,menen,119000.0,"House
     ",1 bedroom,56,0,As new,2,,,,,
20237301,7370,elouges,94800.0,"Town-house
",2 bedrooms,100,0,,2,,,,,
20237298,3600,genk,345000.0,"House
     ",5 bedrooms,264,0,Good,3,,,,,
20043641,6769,meix-devant-virton,85000.0,"House
     ",1 bedroom,75,1,To renovate,2,,,,,12
20109078,8501,bissegem,149000.0,"House
     ",1 bedroom,165,0,,2,,,,,
20000257,8500,kortrijk,249000.0,"Duplex
    ",3 bedrooms,188,0,As new,3,,,,25,
20237294,9860,scheldewindeke,525000.0,"House
     ",5 bedrooms,424,0,Just renovated,3,,,,,
20237292,8400,oostende,350000.0,"Town-house
",3 bedrooms,210,0,Good,,,,,,
20237291,9000,gent,520000.0,"House
     ",5 bedrooms,187,0,Good,2,,,,41,20
20237290,8370,blankenberge,499000.0,"Apartment
 ",2 bedrooms,96,0,As new,2,,,,,
20237289,8650,houthulst,695000.0,"House
     ",3 bedrooms,184,0,As new,4,,,,,
20237287,8740,pittem,359000.0,"House
     ",4 bedrooms,326,0,Good,2,,,,,
20237286,2650,edegem,549000.0,"House
     ",4 bedrooms,212,0,Good,2,,,,80,15
20237285,4030,li%C3%A8ge,285000.0,"House
     ",3 bedrooms,147,1,Good,3,0.0,,1.0,920,45
20237281,4450,juprelle,219000.0,"Apartment
 ",3 bedrooms,100,1,Good,2,0.0,,,133,
20237280,4450,juprelle,178000.0,"Apartment
 ",2 bedrooms,85,1,Good,2,0.0,,,133,10
20237279,8300,knokke-heist,1690000.0,"House
     ",3 bedrooms,291,0,As new,4,,,,,
20237276,6030,charleroi,175000.0,"House
     ",3 bedrooms,145,1,As new,2,,,,,
20237275,1760,roosdaal,417630.0,"House
     ",3 bedrooms,173,0,As new,3,0.0,,,,
20237274,7110,houdeng-aimeries,219000.0,"House
     ",4 bedrooms,156,1,Good,2,0.0,,0.0,,
20004300,6060,gilly,195000.0,"House
     ",3 bedrooms,121,1,Good,3,,,,,
20227796,1000,brussel,289000294000.0,Project Ark,2 bedrooms,91,0,,,,,,,
20227804,1020,laken,289000312000.0,Project Ark,2 bedrooms,87,0,,,,,,,
20227795,1050,elsene,320000850000.0,Spring Gard,0 - 3 bedrooms,45,0,,,,,,,
20227793,1000,brussel,325000366000.0,Tour & Taxi,2 bedrooms,93,0,,,,,,,
20227187,9810,nazareth,347551379551.0,Eikenleen t,3 bedrooms,169,0,,,,,,,
20227798,1000,brussel,355000374000.0,Residentie ,2 bedrooms,93,0,,,,,,,
20227662,2870,puurs,359000489000.0,Villa Simon,2 - 3 bedrooms,97,0,,,,,,,
20227817,1000,brussel,399000510000.0,Utopia Brus,3 - 4 bedrooms,125,0,,,,,,,
20227791,1000,brussel,405000444000.0,Tour & Taxi,2 bedrooms,98,0,,,,,,,
20227806,1000,brussel,407000443000.0,Tour & Taxi,2 bedrooms,104,0,,,,,,,
20227686,2400,mol,462500523500.0,Residentiew,3 - 4 bedrooms,186,0,,,,,,,
20229277,2220,heist-op-den-berg,472000478000.0,BEN-woninge,3 bedrooms,165,0,,,,,,,
20227789,1000,brussel,615000765000.0,Citywalk - ,2 - 4 bedrooms,131,0,,,,,,,
20227045,9840,de-pinte,765000.0,Heirweg 8 -,4 bedrooms,241,0,,,,,,,
20227805,1050,elsene,12000001375000.0,Spring Gard,5 - 6 bedrooms,202,0,,,,,,,
20234129,7500,tournai,200000.0,"Apartment
 ",2 bedrooms,70,1,Good,2,,,,,
20233365,2060,antwerpen-2060,239500.0,"Apartment
 ",1 bedroom,56,1,Good,,,,,,12
20232552,8400,oostende,275000.0,"Apartment
 ",2 bedrooms,80,0,Good,,,,,,7
20235485,8790,waregem,635000.0,"Apartment
 ",3 bedrooms,160,1,Good,,,,,,50
20235926,9700,oudenaarde,459000.0,"Mansion
   ",5 bedrooms,280,0,Good,2,0.0,,,,
20236559,2960,brecht,479000.0,"Villa
     ",4 bedrooms,226,1,To be done up,4,,,,780,
20236656,1030,schaerbeek,549000.0,Apartment b,8 bedrooms,350,0,To be done up,3,0.0,,0.0,30,
20236657,1030,schaerbeek,549000.0,"House
     ",8 bedrooms,350,0,To be done up,3,0.0,,0.0,30,
20229865,9620,zottegem,185000.0,"Apartment
 ",3 bedrooms,103,1,To be done up,,0.0,,,,2
20223527,2100,deurne,235000.0,"Apartment
 ",3 bedrooms,89,1,To be done up,2,,,,97,3
20230748,4400,flemalle,185000.0,"House
     ",2 bedrooms,125,1,Good,2,0.0,,0.0,150,10
20234194,4870,trooz,199000.0,"House
     ",2 bedrooms,78,1,Good,3,0.0,,0.0,96,15
20233264,4680,oupeye,279000.0,"House
     ",3 bedrooms,149,1,Good,3,0.0,1.0,0.0,525,67
20234764,4400,flemalle,285000.0,"House
     ",3 bedrooms,135,1,As new,2,1.0,,0.0,50,10
20233484,2550,kontich,319000.0,"House
     ",5 bedrooms,172,1,To be done up,2,,,,100,14
11338371,7090,braine-le-comte,299000.0,"Villa
     ",3 bedrooms,145,1,,4,0.0,,,,
20237272,5651,walcourt%20tarcienne,329000.0,"House
     ",3 bedrooms,166,1,As new,3,0.0,,0.0,,21
20237271,7000,mons,139000.0,"Apartment
 ",2 bedrooms,72,1,Good,,,,,,
20237268,2845,niel,275000.0,"Apartment
 ",1 bedroom,74,0,,,,,,,23
20237266,3118,rotselaar,445000.0,"House
     ",4 bedrooms,160,1,Good,4,0.0,,,600,50
20237265,6760,virton,465000.0,"House
     ",6 bedrooms,268,1,Just renovated,4,,,,200,45
20237264,1130,bruxelles,419000.0,"House
     ",4 bedrooms,250,1,To renovate,2,0.0,,0.0,170,73
20237263,1170,watermael-boitsfort,785000.0,"House
     ",4 bedrooms,154,1,To be done up,4,0.0,,0.0,214,
20237261,1600,sint-pieters-leeuw,339000.0,"House
     ",4 bedrooms,177,1,To be done up,3,0.0,,0.0,,
20237260,2000,antwerpen,395500.0,"Apartment
 ",2 bedrooms,82,0,As new,,0.0,,,,11
20237258,5020,namur,165000.0,"Apartment
 ",1 bedroom,60,1,Good,3,0.0,,0.0,,
20237256,2550,kontich,365000.0,"House
     ",3 bedrooms,108,1,Good,3,0.0,,0.0,40,
